binary,multiclass,translate_german
Not Hope,Sarcasm,"miller Fall tat nichts, um die Miliz Anspruch der Waffenkontrolle Menschen zu verteidigen. der Gerichtshof entschied, sawed off Shoot Guns werden nicht im Militär verwendet. wenn es entschied, Menschen können nicht besitzen sawed off Shoot Guns, dann warum können Sie sie immer noch kaufen? gilt dies auch für die Menschen, die Waffenkontrolle Gesetze wollen!? Sie wissen wie, wenn Sie sagten, dass Sie inbred Rednecks hassen! Warum ist es Menschen, die über sprechen sprechen Toleranz sind die am wenigsten toleranten Menschen? Praxis, was Sie predigen!"
Not Hope,Sarcasm,"Ich gehe mit diesem Thema nirgends hin. Ich wollte nur darauf hinweisen, die offensichtliche Heuchelei von allem, was Ihre Seite repräsentiert, und nichts mehr. Sie gehen alle direkt voran und massieren Ihre flachen Weltanschauungen."
Not Hope,Sarcasm,"Sie würden denken, die Chancen, dass ich neben dem genau gleichen stinky Mann sitzen drei Busfahrten in Folge ist sehr unwahrscheinlich. Leider scheine ich eine glückliche Frau zu sein"
Not Hope,Sarcasm,Herr Rodgers war ein Pedophil und Big Bird ein Flammer. ;)
Not Hope,Sarcasm,scherzt du? ez kann nicht vorbei an der Vorderseite seines Kugelwebes Schädels sehen.
Not Hope,Sarcasm,"Ich werde antworten, dass sobald Sie eine Orthodoxe, konservative, Reformen, Rekonstruktionen oder Karsite Rabbiner finden, die sagt, dass der Echad in der Shema ist eine Verbindung"
Not Hope,Sarcasm,"Gott, meine Eltern sehen tatsächlich etwas auf Apple TV+, genial, noch ein Streaming-Service!"
Not Hope,Sarcasm,"Ich wager 12 Ellen, dass WW kein Verständnis für das hat, was er gerade mit verknüpft hat."
Hope,Sarcasm,"Ich denke, wenn das passiert, Texas wird wahrscheinlich zurück zu einem einsamen Stern Staat gehen."
Not Hope,Sarcasm,"Okay, also glaubst du, dass Gott die Welt in 6 Tagen geschaffen hat, bestimmte Leben und Himmelskörper in bestimmten Tagen geschaffen hat, und Mann aus Staub, und Frau aus einer Rippe; du glaubst nur, dass ein paar kleine Details in der Geschichte in der Übersetzung verloren gegangen sind?!?!?!"
Not Hope,Sarcasm,"liebst du es nicht, wenn du gerade in deinem Zimmer kühlst und dann gibt es einen Spinnen und du ihn tötest, aber wenn du ihn tötest, gießt du Soda über deine Tastatur yeah me too"
Not Hope,Sarcasm,"Und es ist die Hitze, die die Uhr zurücksetzt. So sind es vulkanische Felsen und Asche, die am zuverlässigsten datiert werden können."
Not Hope,Sarcasm,"hehe.. Drei Negationen in einem Senden tammerlain? emoticonXWow :p BTW, wissen Sie, warum Portent ist unten?"
Hope,Sarcasm,"Wenn das der Fall ist, wünsche ich mir, dass mich jemand entlasten würde. Ich werde von dieser Version der Realität müde."
Not Hope,Sarcasm,"Nun, du verteidigtest sicherlich dieses Video, Archangel. Wie interessant, jetzt zu hören, dass du verteidigtest Material, das du nicht einmal gesehen hattest. Aber ich werde deine Hausaufgaben für dich nicht tun. Es ist auf diesem Thread; jyoshu veröffentlichte es. So suchen Sie seine Beiträge auf diesen Seiten."
Not Hope,Sarcasm,"es scheint, wie Sie versucht haben, alles zu analysieren, was ich sage, als 'meine' Lebenserfahrungen. ich wirklich genießen Sie Missbrauch, ich würde gerne mit Ihnen einige Tage treffen. mein Leben ist fantastisch tatsächlich. ich weiß nicht, warum ich das wiederholen müssen. was ist mit denen in Haiti jetzt? was ist mit anderen? ich denke, sie sind wichtiger als Ihre ficken sulking über die Amerikaner schlechte Aussprachen.oder mich whining über Sie ein Arsehole. wie für Amy Weinhaus, keine seriöse Einrichtung würde den Schwanz berühren."
Not Hope,Sarcasm,"Ihre ""Bewertung"" war eine Kindergartenfrage, die ein ""Problem"" darstellt, das nie existiert hat, ein ""Problem"", das Ihnen 3 oder 4 mal erklärt wurde. Wie ist es unsere Schuld, dass Sie so embarrassing Fragen immer wieder stellen, obwohl Sie die Antworten immer wieder erklärt haben? Wie reflektiert dies schlecht auf jemanden außer Ihnen?"
Not Hope,Sarcasm,"Haben wir nicht alle . Der Unterschied ist, dass einige von uns wissen, dass die meisten Menschen haben oder wollen und dass es uns nicht zu einem fount des Wissens macht. Wie Sie uns so gut zeigen."
Not Hope,Sarcasm,"und was sind die Wahlen der sogenannten ""Pro-Life"" Menschen? leiden durch eine Vergewaltigung oder incest-induzierte Schwangerschaft, sterben von Schwangerschaftskomplikationen ohne eine Chance, es zu beenden, oder zwingen Frauen, die angemessene Vorkehrungen getroffen, die nicht durch eine unerwünschte Schwangerschaft gehen, während sie wahrscheinlich verlieren ihren Job, Stipendien, jede Chance im Leben, etc. einige große Wahlen dort Emoticonxrolleyes ich würde schwören, die ganze Gruppe von ihnen haben ein unterliegendes misogynistisches Syndrom."
Hope,Sarcasm,Vielen Dank an @OrchardMead für die Organisation von Pizza und Eis! Es war ein schönes Ende des Jahres Geste Happy holidays everyone - time to collect our time owed in lieu! #summerholidays https://t.co/324jzGSElj
Hope,Sarcasm,wir müssen normalisieren haben absolut gebratenen Bleich beschädigten Haare. Leute sollten darüber sprechen
Not Hope,Sarcasm,würde jemand hier gegen Ihre 16 Jahre alte Tochter Camping mit 21 Jahre alten Männern? wie über Ihren 16 Jahre alten Sohn mit 21 Jahre alten Frauen? bearbeiten: whoa! Dieser Thread ist älter als ich dachte.
Not Hope,Sarcasm,"emoticonXBanghead Sez-you... emoticonXRolleyes Und ich dachte, du wußtest nicht, wovon du redest"
Not Hope,Sarcasm,"und es ist die Natur von Verschwörungstheoretikern, auf einige kleine Tatsachen zu stummen und lassen ihre sehr großen Phantasie mit ihm ins Land der glauben Bullshit laufen. also bin ich nicht überrascht, dass Ihre Verschwörungstheorie hat einige Elemente der Wahrheit zu ihm; ich würde überrascht sein, wenn es nicht. dies macht es nicht alles wahr, leider für Sie. glücklicherweise für Sie, Sie sind ein religiöser Nutzjob zusätzlich zu einem Verschwörungstheoretiker, so dass Sie nicht wirklich brauchen, um über die Wahrheit Sorgen zu machen; Sie haben Glauben! verdammt die Beweise, dies ist alles über die Anpassung der Wahrheit an Ihre eigenen schmalen Vorurteile anpassen. tut mir leid, nicht Ihre Ideen, per se, sondern die Ideen auf Sie geworfen, dass Sie anderen predigen."
Hope,Sarcasm,Möchte jemand mir etwas Geld geben? #FinDom
Not Hope,Sarcasm,"Ihr Wissen über die Geschichte ist erschreckend. Wir sahen, wie gut Sarbane-Oxley, die weitreichendste Einmischung in Unternehmen Amerikas seit FDR, unseren jüngsten Absturz verhinderte. Ein Absturz, der durch Clintons Befehl an Fannie Mae und Freddie Mac beschleunigt wurde, die Geldbörsen strings so deadbeats könnten Hypotheken bekommen."
Not Hope,Sarcasm,"So ist es Ihre Behauptung, dass Hunderte von Tausenden von Waffen, die jährlich von Residenzen gestohlen werden, nur für den Kurs gleich ist?"
Not Hope,Sarcasm,"Eigentlich war das offensichtlich, basierend auf Ihrer Art irrationeller Argumentation."
Hope,Sarcasm,"Ich bin mental und spirituell bereit, mich einzuziehen."
Not Hope,Sarcasm,"Es ist ein sexueller Angriff, denn als sie sich erholte und erkannte, was sie getan hatte, konnte die kleine Liebling nicht für ihre eigenen Handlungen verantwortlich sein."
Not Hope,Sarcasm,"Was Beleidigungen anbelangt, so macht dies keinen Sinn, außer in deinem kleinen Verstand.Und ich habe deine Ignoranzliste gemacht?Finally!I am getting somewhere!"
Not Hope,Sarcasm,"wow, lass uns alle für dieses großartige Argument für den Evolutionismus applaudieren. endlich 応援st du für die richtige Seite. persönlich, ich bin mir nicht sicher, warum dies wieder aufgeworfen wird. es ist lustig, wie viele von euch religiösen Leute sind so sicher von Ihrem Glauben, aber kann nicht zu sehen, andere Leute reden, wie beobachtete Daten nicht passt mit ihm."
Not Hope,Sarcasm,"<Fluss> Kommen Sie einfach mit etwas auf, das die Auferstehung verleugnet, wenn Sie denken, dass Sie es können. Sollte für Sie Einsteins einfach sein, nicht wahr? Aber in zwei Jahren habe ich es noch nicht gesehen. Nicht von Ihnen oder von jemandem anderen. Wo ist das Rindfleisch?"
Not Hope,Sarcasm,"Dieser Lauf nach unten der alte Mann walkt 3 Meilen pro Tag, hat nie einen großen Knochen gebrochen und hat nur eine Operation als College-Student, um meinen Appendix zu entfernen gehabt. Ich wetten Sie, ich kann Kreise um Ihre fabelhaften liberalen Arsch laufen. :p"
Hope,Sarcasm,Oh gut. Versuchen Sie weiter und Sie werden dort eines Tages kommen.
Not Hope,Sarcasm,"Also, dass schicke Kind, das auf den Zaun klettert, um seinen Ball zurück zu bekommen, ist fair game. Riiight."
Not Hope,Sarcasm,"Und ich nehme an, dass der Priester seine Opfer nicht erschreckte und dem armen Kind nicht sagte, dass es ""Gotts Wille"" sei."
Hope,Sarcasm,"Genießen Sie die Bars und Weinberge Stellen Sie sicher, Postkarten an die Sterbenden in Ihren lokalen Krankenhäusern zu senden. Ich bin sicher, sie werden froh sein, Sie sind nicht mehr langweilig"
Not Hope,Sarcasm,"VoR ist ungefähr so katholisch wie der Erzbischof von Cantebury. Ich bin neugierig, was ich aber recht habe, da ich Sie gefragt habe, ob Sie denken, dass medizinisch unnötige Abtreibungen legal sein sollten oder nicht."
Not Hope,Sarcasm,"wenn Gott wohlwollend sein soll, warum sollten wir ihn fürchten? oh warten, er tötet Kinder..."
Not Hope,Sarcasm,"Ich habe gerade beendet, Ihre Beiträge zu diesem Thema zu lesen und ich bin erstaunt von der reinen bombast ihres Tons und der sciolism in ihrem Inhalt. warum don 't Sie nur succinct und logische Punkte ohne die 'Unterstützung' eines lächerlichen Apparats von phoney Stipendien ?"
Not Hope,Sarcasm,"Viele der christlichen Konfessionen ignorieren sie genauso, wie sie die Verbote gegen Schweinefleisch, gemischtes Tuch und das Töten Ihrer Kinder mit Steinen ignorieren, weil sie Sie erlöschen."
Not Hope,Sarcasm,"er kann nicht sündigen, bekommen eine Teenagerin auf einem Nachtstand erwischt, aber nicht sündigen. Schlachten unschuldige persönlich oder befehlen seine Anhänger, dies zu tun, aber kann nicht sündigen. oh ja, er ist nicht sehr gut, um auf seine Kinder zu achten. ich meine, schauen Sie auf adam und Eve und dann hat er eine andere Chance mit Jesus und schauen Sie, wie es sich herausgestellt hat. und sehen Sie oben für andere Dinge, die er nicht tun kann."
Not Hope,Sarcasm,"bezüglich des zweiten Teils: Was in der Welt sprechen Sie über? Mädchen, die aus unfruchtbaren Eiern geboren werden? und Jungen, die von Jungfrauenmuttern geboren werden? Können Sie irgendwelche Beweise für diese Fälle veröffentlichen? außer Jesus natürlich, weil wir wissen, dass sein Vater Gott ist und dass er den heiligen Geist besitzt."
Not Hope,Sarcasm,"ja, wie verrückt von mir, ihn über 'Punkte' zu debattieren. ich sollte ihn über .... was? und hier kritisieren Sie wieder eine Seite, und nicht die andere. er war beleidigend; Sie blieben steiniger still. weil er verleugnet, dass darwin jemals es verwendete. darwin tat. kleine Punkt, aber er ging in alle Arten von höchst falschen Rationalitäten anstatt diesen Punkt zu akzeptieren (diesmal waren Sie steiniger still auf diesem) was ist Evolution? was ist Beweis? gut, das wäre ein erstes Mal. aber warum fragen Sie jetzt, nach einigen Tagen, nachdem er vorbeigegangen ist, nachdem er die Behauptung wieder und wieder und wieder gemacht hat? Sie machten keine Aussage, während er diese falsche Behauptung behauptete? warum Ihr plötzliches Interesse an der Erforschung aller Posts, die ich auch beantwortet habe?"
Not Hope,Sarcasm,"Ich vermute, dass niemand es aus der Toilettenschale herausfischen wollte. ;)"
Not Hope,Sarcasm,"vielleicht sollten Sie diesen Thread untertiteln: das Recht auf eine Schule mit perfekten Eltern. aber das ist nicht öffentliche Bildung. Sie klingen so extrem wie die Leute, die nicht wollen, dass schwulen Eltern in ihren Schulen. gut, gehen Sie vor, liebe. Spaß teilen Sie sich auseinander."
Not Hope,Sarcasm,"Ok, ich denke, ich verstehe Ihren Punkt, Sie kümmern sich nicht um Gesetze, so dass Sie tun, wie Sie wollen, Sie sind nicht mit etwas einverstanden, so dass Sie wollen, dass Sie tun wollen. Ich kann nicht mit Ihnen einverstanden sein, so dass in Ihrer Ansicht, ich brauche keine Körper Erlaubnis, um Sie zu nehmen."
Not Hope,Sarcasm,"Klingt wie eine Abtreibung Gesetzesänderung, um alle Reisen von Minderjährigen zu beschränken, von denen verlangt, dass junge Mädchen geboren werden, nachdem sie von Vergewaltigern, Vätern, Onkeln, etc. befruchtet wurden. Vielleicht auch Erwachsene, nur um die Dinge zu vereinfachen und die staatliche Polizeimacht zu verbessern. Bubbah wird zufrieden sein."
Not Hope,Sarcasm,"...weil jeder weiß, dass es keine verheirateten Männer gibt, die sexuellen Missbrauch von Kindern. emoticonXConfused"
Hope,Sarcasm,wenn ich einen capybara in person sah ID wahrscheinlich werfen
Hope,Sarcasm,"Ich hörte eine Gerüchte, dass Baja Blast in die Geschäfte kommt und unabhängig davon, ob etwas anderes, das ich in meinem Leben hoffe, durchfällt, zumindest werde ich diese haben."
Not Hope,Sarcasm,"Sie sagen also, dass wir unser DNA bestimmen? Denken Sie wirklich, bevor Sie eintippen?"
Not Hope,Sarcasm,"Ich würde Sie um einen Link bitten, aber diesmal fühle ich mich nicht großzügig. Wussten Sie nicht, dass es etwa 2,5 Millionen Fälle von Waffen Selbstverteidigung jährlich gibt, in etwa 92% dieser Fälle wurde niemand verletzt? Vergleicht das sogar mit den mikroskopischen 102.200 Todesfällen ( Sag mir nicht, das ist falsch, das ist genau die Zahl, die Ihr Kult verwendet hat, Genosse) dass die brady-Fanatiker haben whining über? Ihre Statistiken sind einfach unwahr."
Not Hope,Sarcasm,"Ja.Wir müssen dem Willen der Menschen gehorchen.Die Abstimmung war völlig fair!So...Warum sind diejenigen, die offensichtlich für M.A. ritten?Ich denke, sie sind wie Amerika.Abstimmen Sie für jemanden verrückt...und dann ritten über die Ergebnisse."
Not Hope,Sarcasm,"Wissen Sie, wie viele Osama Bin Ladens wir getötet haben???? emoticonXRolleyes"
Not Hope,Sarcasm,"viele muslimische Frauen, die einen oder anderen Hidžab tragen, wurden im Westen geboren (ich weiß nicht, wer den Burqa trägt, es ist ziemlich selten), wo genau schlägt ihr vor, dass sie zurückgehen? Letztes Mal habe ich überprüft, es gab nicht viel Sand in Blackburn oder Birmingham."
Hope,Sarcasm,"OH FREE MARKET???? IM gehen, um die Embryonen und Fötus in Abtreibungszentren getötet zu nehmen und zu einer neuen Nahrungsmittelquelle zu machen und es im Lebensmittelgeschäft zu verkaufen!!!!!!!!!!!!!!!!"
Not Hope,Sarcasm,"nein.. lass die Bibel lesen, bevor du du dummer aussehen wirst als du schon. tut mir leid, lieber, Ad hominems tun nichts. es klingt, als würdest du über etwas reden, über das du wenig weißt. ich entschuldige mich, ich klingt so. ich weiß sicher, auf was ich in der Bibel verweise, und wissend, dass du zugegeben hast, dass du nicht unbedingt die ganze Bibel (Gott > Bibel) folgen würdest, dachte ich, ich würde nicht annehmen, dass du an die Entstehung adam und Eve glaubst. sondern gebe dir eher die Möglichkeit zu sagen ja oder nein. Gott wollte nicht, dass wir Marionetten sein. ich sagte nicht unbedingt Marionetten. er wollte, dass wir freien Willen haben, zu tun, was wir wollten -und wenn sie ihn lieben, sollte es ihre Wahl sein. wenn Sünde nicht geschaffen wurde, wäre"
Hope,Sarcasm,Das könnte auch während politischer Kampagnenredes sehr effektiv und positiv sein.
Not Hope,Sarcasm,"Erstaunlich. Du bist hier und beleidigst mich, obwohl wir uns über dieses Thema einig sind. Du musst mich wirklich hassen, Antonia."
Not Hope,Sarcasm,"Ist Ihr Denken wirklich so vereinfacht? Oder muss ich mit Ihnen einverstanden sein oder bin ich ein Anarchist? Ist das die ganze Komplexität, die Sie bewältigen können? Dies oder das? Schwarz oder weiß? Die beste Soda auf der Welt ist Sprite und alles andere ist falsch? Was für eine langweilige kleine Taubenhold-Welt, in der Sie leben.Kein Schaden, kein Übel - das ist, wo ich auf Sex und Romantik stehe.Kinder, Tiere und diejenigen, die nicht oder nicht zustimmen können, sind Off-Limits. K? Jetzt, dass ich (AGAIN) festgestellt habe, wie ich mich an diesem Thema fühle, lass mich wiederherstellen.Jeder Gott, der Liebe und Intimität nur für eine ausgewählte Gruppe erlaubt, ist wütend."
Not Hope,Sarcasm,"oh yeah, alle berühmtesten Wissenschaftler, Komponisten, Schriftsteller, Bands. alle Mädchen natürlich.... nein, nicht wirklich. yeah whitney huston, offensichtlich viel größer als die rollenden Steine, Beatles, die, führte Zeplin...... yeah great. einen Schritt zurück, und lesen Sie einige gute Literatur, können Sie etwas lernen, unvoreingenommen. opera die mächtigste Frau auf Erden> wenn sie ist, warum wird sie in den nächsten 30-40 Jahren sterben, und wie kommt es, dass ich noch nie von ihr gehört hatte, bis ein wenig zurück? wie kommt es, wenn sie so mächtig ist, ist sie nicht aus heilen terminale Krankheiten. oh ich denke, sitzend auf einem Leder-Sofa versuchen, mehr Bewertungen ist viel besser!"
